,address,baths,beds,id,lat,lng,photoUrl,photoUrlForHdDpiDisplay,price,satellitePhotoUrl,shortPrice,sqft,streetViewPhotoUrl,url
21,5 Franklin Pl #34BC,3ba,4bd,5047415273,40.717842,-74.003685,/pictures/thumbs_3/zillowstatic/ISa1380zt6jcg30000000000.jpg,/pictures/thumbs_4/zillowstatic/ISa1380zt6jcg30000000000.jpg,"$5,495,000",,$5.5m,"2,456 sqft",,/p/ny/new-york/5-franklin-pl-34bc-new-york-ny-10013--2327157341
22,117 E 72nd St #9,6ba,6bd,5047358837,40.77097,-73.96277,/pictures/thumbs_3/zillowstatic/ISatobzmxmyuif0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISatobzmxmyuif0000000000.jpg,"$12,500,000",,$12.5m,,,/p/ny/new-york/117-e-72nd-st-9-new-york-ny-10021--2307441143
23,346 E 51st St #7,9ba,9bd,5047352034,40.754616,-73.966545,,,"$5,980,000",//maps.googleapis.com/maps/api/staticmap?client=gme-zillowinc3&zoom=18&size=355x215&maptype=satellite&sensor=false&center=40.754616%2C-73.966545&signature=rv68JpVrCXnF8_jMbo61JdyU89M=,$5.98m,,//maps.googleapis.com/maps/api/streetview?client=gme-zillowinc3&size=355x215&sensor=false&location=40.754616%2C-73.966545&signature=KM3d1LvRQl7cnmmXlGwT-dWHeho=,/p/ny/new-york/346-e-51st-st-7-new-york-ny-10022--2360371796
24,481-487 Greenwich St #5AB,6ba,6bd,5047358840,40.7209,-74.0054,/pictures/thumbs_3/zillowstatic/IS6ixn0dejvjif0000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6ixn0dejvjif0000000000.jpg,"$10,990,000",,$11m,"6,552 sqft",,/p/ny/manhattan/481-487-greenwich-st-5ab-manhattan-ny-10013--2360374468
25,21 Astor Pl #10D,3ba,3bd,5047379788,40.73012,-73.9918,/pictures/thumbs_3/zillowstatic/ISadk5r32svd051000000000.jpg,/pictures/thumbs_4/zillowstatic/ISadk5r32svd051000000000.jpg,"$5,150,000",,$5.15m,"1,993 sqft",,/p/ny/new-york/21-astor-pl-10d-new-york-ny-10003--2008544756
26,105 E 29th St #5,2ba,6bd,5047352031,40.743874,-73.98288,/pictures/thumbs_3/zillowstatic/ISifjohp9nl1010000000000.jpg,/pictures/thumbs_4/zillowstatic/ISifjohp9nl1010000000000.jpg,"$4,250,000",,$4.25m,,,/p/ny/new-york/105-e-29th-st-5-new-york-ny-10016--2173821888
27,346 E 51st St,9ba,9bd,1054173561,40.754616,-73.966545,,,"$5,980,000",//maps.googleapis.com/maps/api/staticmap?client=gme-zillowinc3&zoom=18&size=355x215&maptype=satellite&sensor=false&center=40.754616%2C-73.966545&signature=rv68JpVrCXnF8_jMbo61JdyU89M=,$5.98m,,//maps.googleapis.com/maps/api/streetview?client=gme-zillowinc3&size=355x215&sensor=false&location=40.754616%2C-73.966545&signature=KM3d1LvRQl7cnmmXlGwT-dWHeho=,/p/ny/new-york/346-e-51st-st-new-york-ny-10022--149593
28,175 W 95th St #22FG,4ba,4bd,5047358866,40.793365,-73.97045,/pictures/thumbs_3/zillowstatic/ISyzp7e8hooejd1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISyzp7e8hooejd1000000000.jpg,"$3,895,000",,$3.9m,"2,000 sqft",,/p/ny/new-york/175-w-95th-st-22fg-new-york-ny-10025--2360374463
29,65 E 76th St #3DE,4ba,4bd,3174424380,40.774113,-73.96235,/pictures/thumbs_3/zillowstatic/ISewly6xjfai210000000000.jpg,/pictures/thumbs_4/zillowstatic/ISewly6xjfai210000000000.jpg,"$3,995,000",,$4m,,,/p/ny/new-york/65-e-76th-st-3de-new-york-ny-10021--2325284463
30,509 W 122nd St #20,1ba,3bd,3015531149,40.811134,-73.95909,/pictures/thumbs_3/zillowstatic/IS62t9200ny5gf0000000000.jpg,/pictures/thumbs_4/zillowstatic/IS62t9200ny5gf0000000000.jpg,"$699,000",,$699k,,,/p/ny/new-york/509-w-122nd-st-20-new-york-ny-10027--2173574299
31,303 E 49th St #APT PH22/23,4ba,4bd,992558,40.754356,-73.96885,/pictures/thumbs_3/zillowstatic/ISqp8twjihjkjy0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqp8twjihjkjy0000000000.jpg,"$3,859,000",,$3.86m,"2,900 sqft",,/p/ny/manhattan/303-e-49th-st-apt-ph22-23-manhattan-ny-10017--256160
32,116 Central Park S #3CD,3ba,3bd,5047380782,40.765625,-73.977486,/pictures/thumbs_3/zillowstatic/IS6a3fvoajij351000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6a3fvoajij351000000000.jpg,"$3,995,000",,$4m,"2,000 sqft",,/p/ny/new-york/116-central-park-s-3cd-new-york-ny-10019--2360382423
33,475 W 22nd St #1,2ba,3bd,3114873007,40.746944,-74.00385,/pictures/thumbs_3/zillowstatic/ISu8aei866rcqb1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISu8aei866rcqb1000000000.jpg,"$3,295,000",,$3.3m,,,/p/ny/new-york/475-w-22nd-st-1-new-york-ny-10011--2180991988
34,251 W 95th St #5N,2ba,3bd,3185928527,40.794167,-73.97235,/pictures/thumbs_3/zillowstatic/IS6mcqr4regqx00000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6mcqr4regqx00000000000.jpg,"$2,495,000",,$2.5m,,,/p/ny/new-york/251-w-95th-st-5n-new-york-ny-10025--2179495028
35,170 E 78th St #8/10A,4ba,3bd,9688148,40.773697,-73.95859,/pictures/thumbs_3/zillowstatic/IS6umnuzi967110000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6umnuzi967110000000000.jpg,"$3,375,000",,$3.38m,,,/p/ny/manhattan/170-e-78th-st-8-10a-manhattan-ny-10075--307232
36,498 W 133rd St #3W,1ba,3bd,5047353416,40.817406,-73.95311,/pictures/thumbs_3/zillowstatic/ISek4pak8am9q00000000000.jpg,/pictures/thumbs_4/zillowstatic/ISek4pak8am9q00000000000.jpg,"$298,500",,$299k,,,/p/ny/new-york/498-w-133rd-st-3w-new-york-ny-10027--2360372169
37,471 W 22nd St #B,2ba,3bd,3186413407,40.7469,-74.003746,/pictures/thumbs_3/zillowstatic/ISa1beino766ra1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISa1beino766ra1000000000.jpg,"$3,650,000",,$3.65m,,,/p/ny/new-york/471-w-22nd-st-b-new-york-ny-10011--2180979672
38,300 E 59th St #2801/02,3ba,4bd,5047387387,40.760414,-73.96424,/pictures/thumbs_3/zillowstatic/IS6qvj6cmkktj11000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6qvj6cmkktj11000000000.jpg,"$2,500,000",,$2.5m,,,/p/ny/new-york/300-e-59th-st-2801-02-new-york-ny-10022--23443
39,140 E 63rd St #7DG,4ba,3bd,3229180297,40.7644,-73.9662,/pictures/thumbs_3/zillowstatic/ISahv02zjonh7l0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISahv02zjonh7l0000000000.jpg,"$4,495,000",,$4.5m,"2,040 sqft",,/p/ny/new-york/140-e-63rd-st-7dg-new-york-ny-10065--2325129601
40,188 E 76th St #10AB,5ba,4bd,5047358846,40.77232,-73.95928,/pictures/thumbs_3/zillowstatic/ISybvbi6abnmif0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISybvbi6abnmif0000000000.jpg,"$5,895,000",,$5.9m,"3,400 sqft",,/p/ny/new-york/188-e-76th-st-10ab-new-york-ny-10021--2360374466
41,25 Barrow St,5ba,4bd,3056233901,40.732376,-74.00293,/pictures/thumbs_3/zillowstatic/ISqxevsl1c6tjb1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqxevsl1c6tjb1000000000.jpg,"$8,250,000",,$8.25m,"3,400 sqft",,/p/ny/new-york/25-barrow-st-new-york-ny-10014--8907
42,2025 Broadway #21K,4ba,3bd,3091149411,40.77673,-73.98241,/pictures/thumbs_3/zillowstatic/ISqpo9g28fzcug0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqpo9g28fzcug0000000000.jpg,"$3,125,000",,$3.13m,"2,100 sqft",,/p/ny/new-york/2025-broadway-21k-new-york-ny-10023--2008647203
43,40 E End Ave #4A,4ba,3bd,3108725606,40.772022,-73.94738,/pictures/thumbs_3/zillowstatic/ISijenwhhjv4au1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISijenwhhjv4au1000000000.jpg,"$5,085,990",,$5.09m,"2,234 sqft",,/p/ny/new-york/40-e-end-ave-4a-new-york-ny-10028--2173815069
44,1148 5th Ave #14A,3ba,3bd,5047317167,40.787506,-73.95556,/pictures/thumbs_3/zillowstatic/ISi7lw6hisciw80000000000.jpg,/pictures/thumbs_4/zillowstatic/ISi7lw6hisciw80000000000.jpg,"$5,200,000",,$5.2m,,,/p/ny/new-york/1148-5th-ave-14a-new-york-ny-10128--2346065094
45,141 Wooster St #5CD,2ba,3bd,5035689421,40.72603,-73.99986,/pictures/thumbs_3/zillowstatic/ISe48l923bnzlh1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISe48l923bnzlh1000000000.jpg,"$4,995,000",,$5m,"3,300 sqft",,/p/ny/new-york/141-wooster-st-5cd-new-york-ny-10012--2325812072
46,6 Cortlandt Aly #R4,5ba,4bd,5047306249,40.71755,-74.002754,/pictures/thumbs_3/zillowstatic/ISyjhigh2hvfyg0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISyjhigh2hvfyg0000000000.jpg,"$4,750,000",,$4.75m,"3,646 sqft",,/p/ny/new-york/6-cortlandt-aly-r4-new-york-ny-10013--2197055721
47,290 W End Ave #7CD,6ba,5bd,5037913627,40.780785,-73.98335,/pictures/thumbs_3/zillowstatic/ISqpwve2n73d8h1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqpwve2n73d8h1000000000.jpg,"$6,995,000",,$7m,"4,200 sqft",,/p/ny/new-york/290-w-end-ave-7cd-new-york-ny-10023--2351117204
48,551 W 21st St #17B,4ba,3bd,5047319913,40.747578,-74.0073,/pictures/thumbs_3/zillowstatic/ISmeprwddabegs0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmeprwddabegs0000000000.jpg,"$16,750,000",,$16.8m,"3,860 sqft",,/p/ny/new-york/551-w-21st-st-17b-new-york-ny-10011--2174546596
49,404 E 76th St #15A,3ba,3bd,3010194581,40.769955,-73.95374,/pictures/thumbs_3/zillowstatic/ISqhekn8mqxu450000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqhekn8mqxu450000000000.jpg,"$2,650,000",,$2.65m,"1,722 sqft",,/p/ny/new-york/404-e-76th-st-15a-new-york-ny-10021--2088855694
50,6 Cortlandt Aly #R3,5ba,4bd,5047306188,40.71756,-74.00275,/pictures/thumbs_3/zillowstatic/ISat0lu2yxg7vg0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISat0lu2yxg7vg0000000000.jpg,"$5,000,000",,$5m,"3,651 sqft",,/p/ny/new-york/6-cortlandt-aly-r3-new-york-ny-10013--2360347594
51,555 End #THE-LIBRAR,6ba,5bd,5047312016,40.789463,-73.97765,/pictures/thumbs_3/zillowstatic/ISyv2vhbi0yig90000000000.jpg,/pictures/thumbs_4/zillowstatic/ISyv2vhbi0yig90000000000.jpg,"$10,500,000",,$10.5m,"3,463 sqft",,/p/ny/new-york/555-end-the-librar-new-york-ny-10024--2360334602
52,300 E 59th St #2801/2,3ba,4bd,5047306251,40.760414,-73.96424,/pictures/thumbs_3/zillowstatic/IS6i9xvseudwug0000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6i9xvseudwug0000000000.jpg,"$2,500,000",,$2.5m,,,/p/ny/new-york/300-e-59th-st-2801-2-new-york-ny-10022--23443
53,139 E 94th St #3CD,3ba,3bd,5047298059,40.784912,-73.95233,/pictures/thumbs_3/zillowstatic/IS6yp4l7jzzj950000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6yp4l7jzzj950000000000.jpg,"$3,250,000",,$3.25m,,,/p/ny/new-york/139-e-94th-st-3cd-new-york-ny-10128--2360344777
54,551 W 21st St #17B,4ba,3bd,3165710238,40.747578,-74.0073,/pictures/thumbs_3/zillowstatic/ISukb7z94tkhnd1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISukb7z94tkhnd1000000000.jpg,"$16,750,000",,$16.8m,"3,860 sqft",,/p/ny/new-york/551-w-21st-st-17b-new-york-ny-10011--2174546596
55,300 W End Ave #4,5ba,4bd,5047306259,40.781174,-73.98305,/pictures/thumbs_3/zillowstatic/ISeob9ezi2mtug0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISeob9ezi2mtug0000000000.jpg,"$6,900,000",,$6.9m,,,/p/ny/new-york/300-w-end-ave-4-new-york-ny-10023--2172956655
56,117 E 72nd St #9,6ba,6bd,5047306193,40.77097,-73.96277,/pictures/thumbs_3/zillowstatic/ISe8flx3lres881000000000.jpg,/pictures/thumbs_4/zillowstatic/ISe8flx3lres881000000000.jpg,"$12,500,000",,$12.5m,,,/p/ny/new-york/117-e-72nd-st-9-new-york-ny-10021--2307441143
57,1115 5th Ave #7A,3ba,3bd,5047316828,40.785618,-73.956924,/pictures/thumbs_3/zillowstatic/IS2zz1t9h8pt6u1000000000.jpg,/pictures/thumbs_4/zillowstatic/IS2zz1t9h8pt6u1000000000.jpg,"$5,850,000",,$5.85m,"2,820 sqft",,/p/ny/new-york/1115-5th-ave-7a-new-york-ny-10128--2209184309
58,30 E 72nd St #2A,4ba,3bd,3196742883,40.771378,-73.96521,/pictures/thumbs_3/zillowstatic/ISmmf53bj6uwxr1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmmf53bj6uwxr1000000000.jpg,"$8,000,000",,$8m,,,/p/ny/new-york/30-e-72nd-st-2a-new-york-ny-10021--2179863510
59,330 Spring St #2C,3ba,3bd,3001626867,40.725807,-74.00969,/pictures/thumbs_3/zillowstatic/ISivn6v82cimcs0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISivn6v82cimcs0000000000.jpg,"$2,690,000",,$2.69m,"1,810 sqft",,/p/ny/new-york/330-spring-st-2c-new-york-ny-10013--2008602942
60,100 Barclay St #12B,4ba,3bd,5039939790,40.713894,-74.01257,/pictures/thumbs_3/zillowstatic/ISijencehlj40p1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISijencehlj40p1000000000.jpg,"$5,150,000",,$5.15m,"2,355 sqft",,/p/ny/new-york/100-barclay-st-12b-new-york-ny-10007--2332817629
61,101 Wall St #Duplexa,3ba,3bd,5047318897,40.704876,-74.00723,/pictures/thumbs_3/zillowstatic/ISqdn4e0uge2ku1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqdn4e0uge2ku1000000000.jpg,"$2,250,000",,$2.25m,"1,810 sqft",,/p/ny/new-york/101-wall-st-duplexa-new-york-ny-10005--1001453181
62,20 W 53rd St #36A,4ba,3bd,3209804075,40.760548,-73.976494,/pictures/thumbs_3/zillowstatic/IS6y9k66vaukg30000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6y9k66vaukg30000000000.jpg,"$10,900,000",,$10.9m,"2,525 sqft",,/p/ny/new-york/20-w-53rd-st-36a-new-york-ny-10019--2088847024
63,6 Cortlandt Aly #Pha,4ba,4bd,3232956012,40.71755,-74.002754,/pictures/thumbs_3/zillowstatic/ISewl6huaxbayg0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISewl6huaxbayg0000000000.jpg,"$8,975,000",,$8.98m,"3,276 sqft",,/p/ny/new-york/6-cortlandt-aly-pha-new-york-ny-10013--1097
64,6 Cortlandt Aly #R5,5ba,4bd,5047306243,40.71756,-74.00275,/pictures/thumbs_3/zillowstatic/ISiz2xc926p4vg0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISiz2xc926p4vg0000000000.jpg,"$4,850,000",,$4.85m,"3,641 sqft",,/p/ny/new-york/6-cortlandt-aly-r5-new-york-ny-10013--2360347596
65,6 Cortlandt Aly #B,5ba,3bd,5047306267,40.71756,-74.00275,/pictures/thumbs_3/zillowstatic/ISq559vf6ex1vg0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISq559vf6ex1vg0000000000.jpg,"$9,225,000",,$9.23m,"3,643 sqft",,/p/ny/new-york/6-cortlandt-aly-b-new-york-ny-10013--2360347598
66,320 E 72nd St #8A,4ba,4bd,1090596841,40.768215,-73.95772,/pictures/thumbs_3/zillowstatic/ISmqiy6x0wqhal0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmqiy6x0wqhal0000000000.jpg,"$3,795,000",,$3.8m,"2,433 sqft",,/p/ny/new-york/320-e-72nd-st-8a-new-york-ny-10021--2180080069
67,531 Main St #502,3ba,3bd,5047321572,40.761536,-73.95034,/pictures/thumbs_3/zillowstatic/IS62570im86gg90000000000.jpg,/pictures/thumbs_4/zillowstatic/IS62570im86gg90000000000.jpg,"$1,400,000",,$1.4m,"1,777 sqft",,/p/ny/new-york/531-main-st-502-new-york-ny-10044--2332765023
68,454 Broome St #2,2ba,3bd,5047296901,40.722427,-74.0006,/pictures/thumbs_3/zillowstatic/ISmex16ab5d2gm0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmex16ab5d2gm0000000000.jpg,"$3,850,000",,$3.85m,,,/p/ny/new-york/454-broome-st-2-new-york-ny-10013--2189228915
69,10 W 66th St #A,3ba,3bd,3272865258,40.77246,-73.9792,/pictures/thumbs_3/zillowstatic/ISec2mkpvpqzkm0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISec2mkpvpqzkm0000000000.jpg,"$3,450,000",,$3.45m,"2,400 sqft",,/p/ny/new-york/10-w-66th-st-a-new-york-ny-10023--2317710596
70,5 Franklin Pl #3,3ba,4bd,3269622607,40.717842,-74.003685,/pictures/thumbs_3/zillowstatic/IS2ne1t43yf1c61000000000.jpg,/pictures/thumbs_4/zillowstatic/IS2ne1t43yf1c61000000000.jpg,"$5,495,000",,$5.5m,"2,456 sqft",,/p/ny/new-york/5-franklin-pl-3-new-york-ny-10013--2295949077
71,555 W End Ave #4E,5ba,5bd,5047281310,40.78943,-73.97766,/pictures/thumbs_3/zillowstatic/ISmq2q5yshvxws1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmq2q5yshvxws1000000000.jpg,"$10,300,000",,$10.3m,"3,474 sqft",,/p/ny/new-york/555-w-end-ave-4e-new-york-ny-10024--2360334604
72,555 W End Ave #3W,5ba,4bd,5047281301,40.78943,-73.97766,/pictures/thumbs_3/zillowstatic/ISek0enro9n0xs1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISek0enro9n0xs1000000000.jpg,"$7,900,000",,$7.9m,"2,716 sqft",,/p/ny/new-york/555-w-end-ave-3w-new-york-ny-10024--2360334603
73,41 W 70th St,7ba,6bd,3120258835,40.77578,-73.97839,/pictures/thumbs_3/zillowstatic/ISesi5rx33lhxs0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISesi5rx33lhxs0000000000.jpg,"$15,999,999",,$16m,"8,000 sqft",,/p/ny/new-york/41-w-70th-st-new-york-ny-10023--18569
74,20 W 64th St #21CD,3ba,4bd,3004224783,40.771523,-73.9809,/pictures/thumbs_3/zillowstatic/ISu4zi7hjugesx0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISu4zi7hjugesx0000000000.jpg,"$3,500,000",,$3.5m,,,/p/ny/new-york/20-w-64th-st-21cd-new-york-ny-10023--2178883275
75,210 Lafayette St #9BC,4ba,4bd,5047274451,40.721737,-73.9981,/pictures/thumbs_3/zillowstatic/ISalajlfnq38fu0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISalajlfnq38fu0000000000.jpg,"$5,945,000",,$5.95m,"2,440 sqft",,/p/ny/new-york/210-lafayette-st-9bc-new-york-ny-10012--2360332813
76,179 E 70th St #7A,4ba,3bd,5030124508,40.768837,-73.96213,/pictures/thumbs_3/zillowstatic/ISmuhg3v49psys0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmuhg3v49psys0000000000.jpg,"$2,595,000",,$2.6m,"2,400 sqft",,/p/ny/new-york/179-e-70th-st-7a-new-york-ny-10021--2331716353
77,555 End #THE-SOLARI,4ba,3bd,5047281292,40.789463,-73.97765,/pictures/thumbs_3/zillowstatic/IS6ey15lk1f3xs1000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6ey15lk1f3xs1000000000.jpg,"$18,000,000",,$18m,"3,420 sqft",,/p/ny/new-york/555-end-the-solari-new-york-ny-10024--2360334602
78,555 End #The,3ba,3bd,5047287941,40.789463,-73.97765,/pictures/thumbs_3/zillowstatic/ISu4bojn4vht241000000000.jpg,/pictures/thumbs_4/zillowstatic/ISu4bojn4vht241000000000.jpg,"$18,000,000",,$18m,"3,420 sqft",,/p/ny/new-york/555-end-the-new-york-ny-10024--2360334602
79,25 Central Park W #11/12JK,4ba,5bd,5047271084,40.770367,-73.98058,/pictures/thumbs_3/zillowstatic/ISyzdiypwcodgu0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISyzdiypwcodgu0000000000.jpg,"$8,950,000",,$8.95m,"3,004 sqft",,/p/ny/new-york/25-central-park-w-11-12jk-new-york-ny-10023--1013076299
80,141 W 24th St #2,3ba,3bd,3007640399,40.74449,-73.99396,/pictures/thumbs_3/zillowstatic/ISmau4jydqdkvi1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmau4jydqdkvi1000000000.jpg,"$2,999,995",,$3m,"2,500 sqft",,/p/ny/new-york/141-w-24th-st-2-new-york-ny-10011--2173618569
81,251 W 11th St,4ba,5bd,3074803295,40.736362,-74.003365,/pictures/thumbs_3/zillowstatic/IS2rhmyui1gdkh1000000000.jpg,/pictures/thumbs_4/zillowstatic/IS2rhmyui1gdkh1000000000.jpg,"$9,995,000",,$10m,,,/p/ny/new-york/251-w-11th-st-new-york-ny-10014--158923
82,418 W 20th St,6ba,5bd,3025617785,40.744846,-74.00383,/pictures/thumbs_3/zillowstatic/ISu0ojtsdq6fkt1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISu0ojtsdq6fkt1000000000.jpg,"$8,500,000",,$8.5m,"5,100 sqft",,/p/ny/new-york/418-w-20th-st-new-york-ny-10011--11021
83,450 E 52nd St #4THFLOOR,4ba,4bd,5047285162,40.754047,-73.96328,/pictures/thumbs_3/zillowstatic/ISqd3xqpdh2he51000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqd3xqpdh2he51000000000.jpg,"$6,150,000",,$6.15m,"3,000 sqft",,/p/ny/new-york/450-e-52nd-st-4thfloor-new-york-ny-10022--2360335953
84,15 E 69th St #16B,6ba,4bd,5047281302,40.770245,-73.96684,/pictures/thumbs_3/zillowstatic/IS23jzedt5thft1000000000.jpg,/pictures/thumbs_4/zillowstatic/IS23jzedt5thft1000000000.jpg,"$17,500,000",,$17.5m,"4,167 sqft",,/p/ny/new-york/15-e-69th-st-16b-new-york-ny-10021--2088853399
85,105 Hudson St #8N,2ba,3bd,3246767849,40.719524,-74.009,/pictures/thumbs_3/zillowstatic/ISmmbm16mh1ghr0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISmmbm16mh1ghr0000000000.jpg,"$5,500,000",,$5.5m,"2,880 sqft",,/p/ny/new-york/105-hudson-st-8n-new-york-ny-10013--2207230100
86,425 W 53rd St #417,4ba,4bd,3077815411,40.76578,-73.9882,/pictures/thumbs_3/zillowstatic/ISibw7q5tuupd00000000000.jpg,/pictures/thumbs_4/zillowstatic/ISibw7q5tuupd00000000000.jpg,"$4,450,000",,$4.45m,"2,767 sqft",,/p/ny/new-york/425-w-53rd-st-417-new-york-ny-10019--2088851149
87,410 Central Park W #15AB,4ba,4bd,5047284710,40.794823,-73.962776,/pictures/thumbs_3/zillowstatic/IS6em82mk547g61000000000.jpg,/pictures/thumbs_4/zillowstatic/IS6em82mk547g61000000000.jpg,"$3,264,000",,$3.26m,,,/p/ny/new-york/410-central-park-w-15ab-new-york-ny-10025--2360335798
88,67 Franklin St #2A,3ba,4bd,3157294844,40.717506,-74.00399,/pictures/thumbs_3/zillowstatic/IS2f0lg2flk6h00000000000.jpg,/pictures/thumbs_4/zillowstatic/IS2f0lg2flk6h00000000000.jpg,"$5,250,000",,$5.25m,"3,208 sqft",,/p/ny/new-york/67-franklin-st-2a-new-york-ny-10013--2008609390
89,60 Sutton Pl S #10DEN,3ba,3bd,3076407692,40.755344,-73.96285,/pictures/thumbs_3/zillowstatic/ISa9lrhy6omsqa0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISa9lrhy6omsqa0000000000.jpg,"$3,125,000",,$3.13m,,,/p/ny/new-york/60-sutton-pl-s-10den-new-york-ny-10022--2325648934
90,415 Greenwich St #3A,3ba,3bd,3085653088,40.721767,-74.00949,/pictures/thumbs_3/zillowstatic/ISaxrkvtyu6u7c0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISaxrkvtyu6u7c0000000000.jpg,"$4,950,000",,$4.95m,"2,318 sqft",,/p/ny/new-york/415-greenwich-st-3a-new-york-ny-10013--2008606361
91,125 Greenwich Ave #79D,4ba,3bd,5047233562,40.738243,-74.0023,/pictures/thumbs_3/zillowstatic/ISa5uvzk4n7sjf0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISa5uvzk4n7sjf0000000000.jpg,"$6,975,000",,$6.98m,"1,932 sqft",,/p/ny/new-york/125-greenwich-ave-79d-new-york-ny-10014--2360314287
92,7 Dutch St #1,3ba,3bd,1075915885,40.709522,-74.00767,/pictures/thumbs_3/zillowstatic/ISushpnw6anh3o1000000000.jpg,/pictures/thumbs_4/zillowstatic/ISushpnw6anh3o1000000000.jpg,"$3,999,095",,$4m,"3,428 sqft",,/p/ny/new-york/7-dutch-st-1-new-york-ny-10038--2008696265
93,125 Greenwich Ave #21D,4ba,3bd,5035140515,40.738243,-74.0023,/pictures/thumbs_3/zillowstatic/ISaxfv7deqm6j00000000000.jpg,/pictures/thumbs_4/zillowstatic/ISaxfv7deqm6j00000000000.jpg,"$3,929,900",,$3.93m,"1,932 sqft",,/p/ny/new-york/125-greenwich-ave-21d-new-york-ny-10014--2346166212
94,824 Saint Nicholas Ave #45,1ba,3bd,5047241135,40.8282,-73.9422,/pictures/thumbs_3/zillowstatic/IS2voib5xcv8lf0000000000.jpg,/pictures/thumbs_4/zillowstatic/IS2voib5xcv8lf0000000000.jpg,"$350,000",,$350k,800 sqft,,/p/ny/new-york/824-saint-nicholas-ave-45-new-york-ny-10031--2187020846
95,795 5th Ave #3801/3804,3ba,3bd,12071665,40.76514,-73.97217,/pictures/thumbs_3/zillowstatic/ISqtz47isxd68q0000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqtz47isxd68q0000000000.jpg,"$11,895,000",,$11.9m,,,/p/ny/new-york/795-5th-ave-3801-3804-new-york-ny-10065--145727
96,67 Franklin St #4D,3ba,4bd,3157282392,40.717506,-74.00399,/pictures/thumbs_3/zillowstatic/ISu8y8yvadc9h00000000000.jpg,/pictures/thumbs_4/zillowstatic/ISu8y8yvadc9h00000000000.jpg,"$7,350,000",,$7.35m,"3,764 sqft",,/p/ny/new-york/67-franklin-st-4d-new-york-ny-10013--2008609396
97,975 Park Ave #15B,3ba,4bd,3095537237,40.777863,-73.958275,/pictures/thumbs_3/zillowstatic/ISqpg7hz1swzl40000000000.jpg,/pictures/thumbs_4/zillowstatic/ISqpg7hz1swzl40000000000.jpg,"$5,900,000",,$5.9m,,,/p/ny/new-york/975-park-ave-15b-new-york-ny-10028--2182624727
98,111 W 57th St #32,4ba,3bd,5047231350,40.76463,-73.97755,/pictures/thumbs_3/zillowstatic/IS2jndlozw9hxs1000000000.jpg,/pictures/thumbs_4/zillowstatic/IS2jndlozw9hxs1000000000.jpg,"$18,000,000",,$18m,"4,491 sqft",,/p/ny/new-york/111-w-57th-st-32-new-york-ny-10019--2360311895
